N,P,K,temperature,humidity,ph,rainfall,label
36,74,82,23.789855,46.773178,7.594958,543.204416,Yonca
23,84,119,15.261987,50.255817,6.688238,473.702449,Yonca
21,89,76,15.803523,56.958783,7.52391,411.290746,Yonca
36,88,99,22.110523,58.547538,6.861771,406.844342,Yonca
32,76,75,18.138515,58.560394,6.628835,424.900925,Yonca
36,83,116,17.375109,46.345579,6.529142,449.68338,Yonca
35,65,87,19.700732,48.466717,6.551086,412.123337,Yonca
30,90,84,21.057975,56.568729,7.566466,577.599086,Yonca
28,67,81,15.520899,54.741197,7.518342,525.641795,Yonca
39,88,96,24.143523,48.028534,6.765363,414.055019,Yonca
31,90,95,24.843588,58.613149,6.866503,515.131595,Yonca
20,70,102,16.954033,49.608736,7.309996,458.669559,Yonca
25,78,72,15.823557,57.49188,7.98142,506.606281,Yonca
22,88,96,15.534673,46.639107,6.934839,587.456247,Yonca
29,66,115,16.105068,47.190682,6.521676,552.837908,Yonca
21,77,72,16.04397,52.686244,7.618535,578.612944,Yonca
33,62,85,21.233797,46.131054,7.540984,475.58489,Yonca
29,89,92,21.418532,53.313493,7.472747,482.493323,Yonca
32,82,76,18.349811,51.806783,6.549218,554.706679,Yonca
32,65,89,21.564519,47.057077,7.103812,525.459671,Yonca
30,71,71,24.581311,49.223928,7.691164,516.573311,Yonca
20,67,81,21.242738,51.035048,7.921629,440.005586,Yonca
29,74,87,19.434065,54.345814,6.825049,591.678106,Yonca
39,74,113,20.708314,49.433939,6.54256,505.099665,Yonca
28,76,82,23.085999,57.677676,7.71532,589.022841,Yonca
37,75,92,24.224973,59.037503,7.476658,484.319178,Yonca
25,62,87,17.438864,50.812493,6.965326,436.596274,Yonca
31,74,92,19.485432,49.912231,7.414626,476.680925,Yonca
24,70,85,23.777051,55.108279,7.828777,447.583969,Yonca
29,66,93,21.310319,58.437767,7.53933,582.350909,Yonca
22,68,94,19.627905,54.725194,6.786093,449.949322,Yonca
28,80,75,15.468207,53.858713,6.565798,434.632307,Yonca
32,79,82,15.189437,52.181106,7.44774,464.036174,Yonca
35,89,73,24.661535,58.221329,6.929979,564.167693,Yonca
27,60,116,18.19469,59.482183,6.827591,442.686548,Yonca
24,72,76,19.025067,53.074098,7.728765,419.269276,Yonca
22,80,115,16.049146,52.297474,7.096482,542.161886,Yonca
29,73,105,19.658425,59.614366,7.150123,459.797953,Yonca
23,87,102,17.131449,48.182629,7.809761,466.472021,Yonca
22,80,92,24.760273,58.517645,7.735859,565.011409,Yonca
33,75,70,19.015028,53.728277,7.856143,455.605199,Yonca
31,71,101,23.658514,47.957588,6.850302,537.161649,Yonca
35,86,71,17.386546,54.266886,6.588179,483.977638,Yonca
25,74,103,18.800202,53.08042,6.651628,596.774158,Yonca
32,62,71,20.125245,52.791638,6.591201,462.219439,Yonca
37,56,40,19.681288,44.76154,8.015651,444.503557,Korunga
22,62,48,21.907889,49.035072,7.819233,368.831571,Korunga
23,61,40,21.35392,48.766484,7.435407,444.344299,Korunga
31,72,41,21.44888,47.55744,7.649697,393.598959,Korunga
33,64,63,15.700013,42.249699,8.103728,360.096765,Korunga
29,71,59,14.753886,49.484808,7.120805,397.660914,Korunga
23,57,40,18.866629,46.720871,7.914045,425.279614,Korunga
39,62,50,18.031097,47.2623,7.388049,410.674835,Korunga
21,52,68,17.160277,46.997261,7.801695,375.765484,Korunga
22,50,57,17.226499,42.33226,7.993581,444.850474,Korunga
31,55,59,18.987071,43.940883,7.930046,359.567763,Korunga
25,63,51,15.991199,45.669554,8.350068,447.022465,Korunga
31,61,50,17.839619,43.600629,8.16458,421.924183,Korunga
26,67,64,15.37006,48.717226,8.112102,363.96389,Korunga
21,75,63,20.528994,49.375737,8.475098,397.591814,Korunga
27,66,64,21.444934,49.235297,8.196222,419.205673,Korunga
22,80,53,14.898595,41.560878,7.48699,447.410965,Korunga
30,57,43,14.031975,47.206437,7.274097,369.85222,Korunga
24,77,40,21.517722,43.851791,7.753078,430.002508,Korunga
37,57,53,21.05985,48.529323,7.82659,359.04813,Korunga
33,74,62,21.236752,47.933719,7.987751,361.915585,Korunga
22,56,44,16.35702,40.785562,8.025845,437.86815,Korunga
23,64,61,20.071394,44.466956,7.550403,445.059795,Korunga
27,58,68,19.413967,49.040656,7.304507,420.845881,Korunga
32,72,65,21.443504,45.905844,7.545006,415.506795,Korunga
27,63,65,15.254384,42.765764,7.875356,368.625834,Korunga
24,55,54,18.643629,43.107799,8.119692,395.884429,Korunga
35,59,51,21.347919,45.11571,7.494711,358.113537,Korunga
29,62,52,15.443505,47.112708,7.24881,386.344668,Korunga
32,66,56,19.85934,49.485384,7.895527,375.69787,Korunga
32,53,42,18.989253,49.142627,7.613249,362.872832,Korunga
25,69,66,17.027342,41.208559,8.024261,438.643938,Korunga
24,77,42,16.069104,45.457776,7.013909,380.250746,Korunga
25,57,68,20.102337,43.532562,7.402521,438.807361,Korunga
33,64,46,20.75848,46.699475,7.479055,355.74185,Korunga
40,50,53,20.337203,44.085756,8.296857,378.449712,Korunga
26,73,47,21.611621,44.558817,8.218824,405.814412,Korunga
32,64,62,15.169339,46.458837,8.490422,437.289869,Korunga
26,72,44,15.58709,40.791949,8.007378,397.342488,Korunga
28,53,44,20.621943,44.470414,8.202787,434.320696,Korunga
35,77,57,15.339833,44.498384,7.888973,391.859976,Korunga
27,77,69,19.402438,47.185134,8.285536,353.64546,Korunga
31,72,40,15.081249,43.63052,8.430294,435.656211,Korunga
36,52,49,19.140147,45.995661,7.695749,381.358814,Korunga
30,71,51,19.683494,45.783461,8.077144,431.879715,Korunga
26,67,46,15.781829,43.469664,7.690187,388.934386,Korunga
31,51,47,19.756107,49.183121,8.112389,435.805018,Korunga
22,79,63,18.698911,49.343318,7.314902,402.963299,Korunga
25,56,63,19.305194,43.649405,7.852247,426.424197,Korunga
31,59,54,21.02737,45.085407,8.354165,394.953169,Korunga
28,70,40,14.933107,42.724812,7.294228,367.489758,Korunga
34,74,67,15.020644,49.01493,7.558043,379.568535,Korunga
25,66,41,18.24285,48.168977,8.250728,366.187326,Korunga
29,78,42,14.869623,48.965536,8.41493,448.84115,Korunga
25,62,49,21.561966,49.205721,7.431454,374.567958,Korunga
26,68,70,17.501748,47.404469,7.994491,391.968829,Korunga
25,73,67,15.209095,48.134736,8.482184,427.758519,Korunga
35,52,56,18.927407,49.171487,7.330654,356.655993,Korunga
24,67,41,21.877598,42.285936,7.338546,353.32214,Korunga
23,80,47,15.215725,43.852537,7.257697,388.664757,Korunga
35,73,49,18.727511,47.365826,7.886058,420.962961,Korunga
34,50,48,14.761451,47.090285,7.12298,441.677418,Korunga
22,80,57,14.958125,47.682488,7.474822,365.447038,Korunga
31,56,51,18.746138,43.585294,7.531217,415.965752,Korunga
20,67,46,15.435385,45.306632,7.036046,449.916566,Korunga
29,65,51,20.297325,48.500777,8.474284,386.043052,Korunga
38,50,47,18.118765,40.568045,7.311995,384.19008,Korunga
37,67,63,15.444861,49.932642,8.157204,417.963448,Korunga
25,74,67,16.50366,42.325941,7.750808,411.86666,Korunga
27,72,64,15.270602,49.134728,7.34249,382.955309,Korunga
26,66,63,20.468849,44.515757,7.556521,361.444573,Korunga
33,51,40,20.357171,40.67072,8.457128,446.754893,Korunga
27,64,65,15.234089,43.458773,7.689052,389.257823,Korunga
33,58,42,18.744566,48.053811,8.452032,431.01604,Korunga
27,56,58,21.965472,49.15155,8.372044,393.585782,Korunga
26,50,66,14.298899,43.081477,7.571381,423.790926,Korunga
24,58,50,19.093857,47.402653,7.9143,407.768051,Korunga
34,74,64,20.392054,43.094559,8.462742,360.680109,Korunga
20,54,47,17.01461,48.194788,7.17778,365.759511,Korunga
21,72,49,20.510984,48.697693,7.666526,424.655087,Korunga
29,40,36,17.146451,47.514134,7.291022,384.607386,Fig
29,58,42,16.32489,48.68081,7.222271,404.659148,Fig
30,46,33,17.473426,48.224586,6.999701,369.315675,Fig
39,57,50,16.894543,46.579202,6.563233,425.95591,Fig
34,59,46,16.396124,45.490571,6.535016,426.865576,Fig
34,44,47,15.53281,45.776258,7.30062,403.850003,Fig
23,57,44,18.181663,54.117907,7.30269,375.360774,Fig
21,50,47,17.149372,48.46384,6.055155,447.332352,Fig
30,51,47,15.676658,51.04481,6.353085,383.946063,Fig
34,47,49,17.514266,54.859945,6.958617,442.166064,Fig
26,52,34,16.600376,52.92492,7.421194,415.097218,Fig
23,50,48,16.161101,49.196952,7.149849,418.374696,Fig
28,49,47,19.808645,46.219425,7.123032,398.497482,Fig
24,55,36,18.133137,45.373827,6.51003,409.485655,Fig
24,58,42,15.403609,53.760979,6.573183,357.899299,Fig
25,43,49,19.314731,49.138882,6.107456,358.244962,Fig
24,59,38,18.56172,51.705194,6.637758,430.987564,Fig
20,42,40,15.185125,51.403987,7.403575,395.451933,Fig
32,42,40,16.100602,48.876566,6.255842,413.391917,Fig
25,54,34,15.742497,53.181406,7.055952,431.534533,Fig
31,55,31,18.399825,52.126829,6.936532,401.789939,Fig
32,44,40,15.143862,53.157689,6.488973,373.7787,Fig
24,42,49,19.499121,45.545075,6.268864,443.578598,Fig
26,41,42,19.180258,49.005082,6.725723,435.362853,Fig
26,55,47,19.874413,48.374828,7.467711,412.116882,Fig
31,58,39,18.738674,48.987613,7.001272,355.595598,Fig
31,55,33,15.730684,51.635036,6.672611,384.282186,Fig
39,56,40,17.206208,45.969281,7.376379,405.886047,Fig
35,43,31,16.33289,54.040065,7.299514,391.962261,Fig
20,42,30,15.099464,54.85346,7.393192,413.196807,Fig
21,53,34,16.843233,50.05314,7.042078,370.880212,Fig
22,45,48,17.648368,46.523623,6.618962,447.042415,Fig
20,60,48,16.629656,46.487077,7.171796,378.832192,Fig
34,48,38,19.759585,47.461643,7.449932,364.827895,Fig
27,42,41,18.636191,52.638721,6.736377,426.45485,Fig
34,56,42,18.462411,45.902587,6.881651,382.332434,Fig
34,47,41,15.322674,53.997451,6.557537,353.878249,Fig
31,52,30,18.596934,51.718702,6.233583,356.016266,Fig
21,48,37,16.994286,48.679345,7.239279,368.113391,Fig
39,52,40,17.397654,52.944463,6.208745,419.656246,Fig
32,56,49,16.90773,51.31447,7.046927,421.444974,Fig
37,45,35,19.327933,49.904464,6.254308,407.03972,Fig
38,50,34,19.582115,53.544097,6.284206,394.7635,Fig
39,44,42,18.83652,51.761774,6.406686,435.948491,Fig
24,59,35,17.506972,51.992217,6.270471,449.328854,Fig
31,42,39,15.007102,54.777723,7.103142,363.668585,Fig
21,59,45,19.641109,48.002573,6.784015,432.517877,Fig
38,51,45,18.709696,53.46442,6.657704,367.181131,Fig
39,44,37,19.91636,50.162169,7.02619,370.937732,Fig
36,59,30,16.703662,53.506585,6.750246,366.860406,Fig
30,43,36,16.138756,47.357134,6.248545,404.018126,Fig
22,45,48,18.617471,47.294433,7.442989,443.109541,Fig
32,44,32,15.404855,54.259832,6.065557,421.515213,Fig
25,53,40,18.378977,47.09804,6.835963,423.977538,Fig
24,43,32,18.914198,52.475534,7.163427,407.557178,Fig
23,55,34,16.091622,52.927394,6.54543,370.589815,Fig
37,50,40,16.141786,50.987953,7.123296,354.428581,Fig
33,50,46,18.301093,49.406367,7.487577,401.787566,Fig
25,44,42,15.636279,54.6614,6.462916,416.466654,Fig
35,54,49,17.750547,50.288829,7.475605,404.842088,Fig
34,41,42,15.73416,49.755483,6.730848,354.055534,Fig
23,55,35,17.54369,47.332876,6.527521,378.448715,Fig
33,44,32,16.611179,50.650375,6.758353,366.668204,Fig
30,40,35,15.922339,48.615099,7.350372,425.831132,Fig
38,51,34,16.519145,48.349844,6.165733,443.37092,Fig
30,52,39,17.152476,49.396008,7.064738,428.553135,Fig
39,60,43,15.335735,53.19365,6.76727,385.945813,Fig
29,53,40,19.889594,49.772929,6.905712,438.193457,Fig
35,40,50,17.709534,48.279315,6.446185,359.045961,Fig
27,48,45,18.773655,52.887654,6.500841,449.004071,Fig
38,52,44,15.487413,53.537059,6.974941,432.703621,Fig
21,60,39,16.134756,49.660837,6.269863,410.214853,Fig
21,53,31,17.39332,53.170927,6.908899,372.181791,Fig
20,49,30,18.076966,46.314977,6.125315,396.698014,Fig
30,47,44,15.868389,50.393036,6.325615,408.265084,Fig
34,46,47,15.21708,45.692065,6.41873,438.626162,Fig
20,56,49,15.922533,53.744152,7.262371,357.9954,Fig
22,43,39,18.929004,50.237256,7.338716,401.09973,Fig
36,60,33,16.917535,49.998883,7.309301,431.361836,Fig
36,45,45,17.60906,48.048839,6.897784,371.523408,Fig
123,70,84,20.45131,64.824015,6.053669,466.197321,Silajlik_Misir
114,55,64,21.190421,62.190633,6.034734,519.527161,Silajlik_Misir
148,70,96,21.524167,68.053918,6.289591,459.837369,Silajlik_Misir
139,56,82,23.224224,62.72656,6.706569,462.772988,Silajlik_Misir
107,74,100,24.378951,62.534861,6.778004,487.505453,Silajlik_Misir
109,66,80,24.324668,63.082272,6.727214,519.16102,Silajlik_Misir
126,69,79,23.431041,62.042645,6.283287,531.684863,Silajlik_Misir
127,65,98,22.18298,69.525268,6.103536,530.249437,Silajlik_Misir
116,63,62,22.278774,63.647835,6.640954,477.455553,Silajlik_Misir
113,69,91,23.396621,64.690598,6.380606,459.999103,Silajlik_Misir
103,68,64,22.909016,69.380164,6.721576,536.167622,Silajlik_Misir
102,58,71,20.276251,67.740923,6.805646,526.867415,Silajlik_Misir
132,64,86,24.984314,67.802718,6.081886,520.589146,Silajlik_Misir
103,77,63,20.77323,60.752876,6.083048,459.928389,Silajlik_Misir
103,69,60,21.663382,65.955583,6.492645,454.887577,Silajlik_Misir
150,71,98,22.713154,67.131233,6.173573,460.057357,Silajlik_Misir
132,56,71,20.798522,62.387942,6.669911,490.635158,Silajlik_Misir
107,74,100,20.598639,65.135979,6.499321,545.135942,Silajlik_Misir
108,59,65,20.980984,65.755705,6.217389,458.201937,Silajlik_Misir
150,73,78,22.934327,62.811097,6.492003,491.598535,Silajlik_Misir
150,53,76,24.806877,69.283048,6.407012,472.705268,Silajlik_Misir
118,52,88,24.658557,67.146645,6.47221,494.710657,Silajlik_Misir
104,60,90,20.74704,63.680492,6.34535,511.369062,Silajlik_Misir
141,64,68,24.912045,66.124724,6.869579,510.670787,Silajlik_Misir
143,66,97,24.294339,60.623719,6.543277,526.402389,Silajlik_Misir
147,76,94,24.166763,69.975623,6.295503,529.321524,Silajlik_Misir
147,78,93,21.504943,62.772387,6.40941,516.780526,Silajlik_Misir
102,79,83,20.015791,68.965391,6.758419,519.990265,Silajlik_Misir
120,51,95,21.749125,64.015028,6.260839,496.411353,Silajlik_Misir
104,71,79,21.584656,64.102023,6.396169,548.555725,Silajlik_Misir
120,70,95,24.181692,63.423097,6.842211,530.570211,Silajlik_Misir
103,52,95,23.956196,64.874447,6.953204,497.955653,Silajlik_Misir
147,50,100,21.390329,65.171902,6.009499,490.417987,Silajlik_Misir
133,53,64,24.464094,62.968513,6.589656,515.17473,Silajlik_Misir
106,74,72,20.863931,68.864218,6.416589,536.157331,Silajlik_Misir
135,66,68,22.894941,68.396436,6.018881,543.150412,Silajlik_Misir
108,69,76,22.073107,67.963649,6.239184,457.039978,Silajlik_Misir
102,69,67,22.193469,64.470276,6.909904,513.11779,Silajlik_Misir
118,74,61,24.142471,62.07644,6.973035,464.093157,Silajlik_Misir
112,80,65,22.115808,64.280039,6.252758,460.278065,Silajlik_Misir
109,54,94,24.501387,65.45525,6.231786,487.99725,Silajlik_Misir
109,71,89,22.988089,68.739116,6.526291,545.877835,Silajlik_Misir
104,78,73,20.419964,66.540988,6.389484,534.59261,Silajlik_Misir
108,53,81,22.957363,61.297869,6.262238,549.924731,Silajlik_Misir
124,68,65,24.175346,60.590122,6.894855,497.678106,Silajlik_Misir
122,74,82,20.521539,61.273841,6.797273,483.444211,Silajlik_Misir
126,76,62,22.866351,69.308811,6.206803,528.556853,Silajlik_Misir
125,76,65,24.071518,61.582872,6.556187,500.559512,Silajlik_Misir
143,76,64,22.220717,62.15611,6.177422,489.688255,Silajlik_Misir
124,73,73,22.937571,64.502315,6.357408,491.290111,Silajlik_Misir
108,71,73,20.244638,60.221128,6.795036,515.705195,Silajlik_Misir
144,64,84,24.944557,67.621657,6.85749,517.708252,Silajlik_Misir
120,73,70,24.584808,64.105027,6.257678,472.771674,Silajlik_Misir
118,72,61,22.772524,65.124789,6.804208,528.823955,Silajlik_Misir
117,75,96,22.165293,65.321036,6.129163,548.72912,Silajlik_Misir
101,55,85,23.992409,60.707381,6.286581,537.026292,Silajlik_Misir
124,72,94,20.545901,68.21667,6.136718,452.815245,Silajlik_Misir
140,62,66,21.550135,66.712827,6.244063,547.53235,Silajlik_Misir
137,80,82,21.684637,64.086072,6.592506,548.702389,Silajlik_Misir
112,62,74,21.576965,64.863178,6.011145,495.944932,Silajlik_Misir
140,62,86,24.592101,67.054189,6.122238,488.709073,Silajlik_Misir
135,78,65,24.504851,66.469868,6.062635,496.292823,Silajlik_Misir
129,69,78,20.552805,66.892554,6.990588,543.578471,Silajlik_Misir
138,68,87,20.988504,60.766219,6.042663,516.688606,Silajlik_Misir
115,63,72,21.997332,64.707577,6.454217,458.641381,Silajlik_Misir
115,80,67,20.047419,68.344152,6.861424,461.919119,Silajlik_Misir
143,80,89,22.213314,60.998081,6.476082,509.994242,Silajlik_Misir
143,54,64,24.89659,68.363417,6.282565,545.712078,Silajlik_Misir
128,57,100,20.363397,66.359979,6.060756,512.036393,Silajlik_Misir
144,70,74,23.857611,60.740072,6.494442,532.560347,Silajlik_Misir
120,72,88,22.789346,64.037995,6.645611,468.239545,Silajlik_Misir
108,59,91,22.297299,64.083865,6.370055,520.112416,Silajlik_Misir
100,52,89,22.142473,62.144206,6.809527,451.619429,Silajlik_Misir
128,56,72,22.175039,69.918996,6.702234,510.225278,Silajlik_Misir
116,61,84,20.064802,69.23596,6.853946,462.180633,Silajlik_Misir
141,56,69,24.304178,60.662651,6.296132,525.879897,Silajlik_Misir
104,68,75,24.370397,61.462138,6.336764,515.296566,Silajlik_Misir
104,50,63,20.765291,69.441804,6.019294,522.525081,Silajlik_Misir
118,50,76,22.956681,66.211654,6.754938,518.238463,Silajlik_Misir
120,61,66,20.027985,68.791384,6.427755,477.962859,Silajlik_Misir
90,53,100,16.222656,55.532687,6.23058,604.966255,Elma
62,47,115,14.445111,56.263393,6.900343,765.734215,Elma
61,39,89,16.685545,51.895282,6.71602,641.845805,Elma
78,51,94,19.027314,52.860146,6.397839,693.620763,Elma
61,57,84,18.28136,60.646141,6.805442,713.38688,Elma
96,55,81,14.946423,52.270864,6.755053,722.663906,Elma
95,50,120,16.314811,51.647883,6.579543,723.734184,Elma
87,45,87,19.571982,52.617311,6.626769,745.443023,Elma
67,43,89,19.021285,56.120248,6.215554,752.583903,Elma
74,34,110,15.695593,56.279386,6.75822,695.123849,Elma
100,35,140,14.338274,51.73678,6.749012,713.836664,Elma
89,54,135,14.482614,54.242432,6.430759,786.677196,Elma
83,55,81,14.750353,64.606241,6.107579,781.225861,Elma
71,54,112,14.977434,53.21436,6.300213,684.904518,Elma
71,33,105,18.606437,53.007719,6.719395,792.790166,Elma
84,58,99,18.50813,63.098252,6.108757,625.497584,Elma
85,34,140,17.680336,64.776028,6.841546,675.181202,Elma
68,56,95,14.114132,61.866294,6.617175,750.918283,Elma
88,33,132,19.800186,58.476632,6.076164,615.544919,Elma
62,52,140,15.970243,63.930184,6.535432,728.752416,Elma
84,31,127,18.402631,51.301673,6.565959,763.765297,Elma
95,43,126,16.788461,58.901928,6.224683,791.461917,Elma
62,35,94,15.741734,54.985398,6.2741,690.759957,Elma
76,51,89,18.516774,53.710439,6.692334,679.830319,Elma
83,42,94,14.084902,61.537093,6.712498,679.025832,Elma
71,53,103,16.003506,52.525437,6.523879,713.31002,Elma
60,38,136,14.370661,58.902353,6.078185,621.329557,Elma
72,48,115,19.913978,62.221446,6.313099,690.066072,Elma
92,53,109,18.27294,60.2488,6.668073,736.888894,Elma
85,51,139,16.517752,54.55479,6.301277,682.997333,Elma
60,41,89,15.573359,62.294846,6.397432,755.955957,Elma
62,47,125,19.083665,58.855098,6.381449,668.523693,Elma
60,59,104,16.458218,52.667844,6.372502,670.301183,Elma
91,30,89,18.529415,58.562279,6.263139,799.957743,Elma
75,36,81,15.72165,53.842259,6.974743,757.284535,Elma
95,50,104,16.887409,62.988989,6.092445,766.763833,Elma
70,51,121,17.151104,54.008502,6.926124,642.843611,Elma
93,36,97,16.863194,63.461139,6.395522,730.561127,Elma
64,59,106,15.092076,56.390652,6.304573,689.526689,Elma
77,54,93,19.73288,56.869965,6.47581,685.411299,Elma
60,42,100,16.340228,60.144379,6.221913,765.597381,Elma
81,33,102,16.289786,60.168935,6.736572,653.249133,Elma
77,42,137,15.691895,57.150981,6.326708,660.312331,Elma
86,58,121,15.520661,54.963395,6.760598,630.571303,Elma
87,41,107,19.101529,63.01386,6.681488,763.840411,Elma
79,49,81,17.30521,56.367036,6.367625,730.258734,Elma
85,51,126,14.690491,64.225217,6.374687,767.028227,Elma
75,51,114,15.756573,51.551472,6.024631,624.243133,Elma
84,46,108,17.12015,61.773083,6.33633,680.149817,Elma
97,37,118,17.310272,61.522989,6.981905,716.090211,Elma
94,47,129,17.603888,56.864803,6.187061,611.02041,Elma
67,48,138,17.313245,64.945641,6.536272,697.962606,Elma
65,57,119,18.044601,53.231149,6.613869,650.927581,Elma
91,31,133,16.525804,60.940074,6.693025,655.916662,Elma
82,42,97,19.554001,50.616978,6.270716,627.584694,Elma
64,50,118,18.896653,58.426667,6.891587,788.495693,Elma
88,33,121,18.219096,53.712199,6.542305,613.499035,Elma
73,39,86,14.357763,52.607375,6.309747,631.721451,Elma
85,43,105,17.176116,64.285991,6.53235,646.655773,Elma
69,53,102,18.24074,52.019642,6.927528,735.156167,Elma
67,45,120,19.520034,50.499058,6.268701,775.02764,Elma
83,34,105,16.751355,64.593399,6.399129,692.023329,Elma
93,51,110,16.945982,61.123227,6.899638,629.999833,Elma
78,48,84,19.009571,52.879235,6.667876,739.36589,Elma
88,36,128,14.917638,51.606964,6.835637,704.138918,Elma
99,56,139,18.435871,54.484032,6.960631,723.680081,Elma
62,38,125,17.746991,62.323543,6.252673,791.288825,Elma
87,60,135,16.048429,53.747951,6.902032,672.894362,Elma
86,42,137,19.556688,59.401022,6.202756,616.010949,Elma
80,33,80,15.49331,51.009422,6.243584,763.867973,Elma
67,46,111,17.392695,56.175806,6.71237,626.38266,Elma
74,58,90,16.851662,63.186029,6.681916,790.949013,Elma
75,38,94,14.717109,50.714613,6.906568,716.246877,Elma
99,35,133,19.055376,60.123226,6.223319,647.827389,Elma
65,33,87,14.17745,58.637857,6.385828,622.423505,Elma
91,46,117,16.851342,58.807095,6.235346,655.318407,Elma
65,41,97,17.044088,62.620789,6.176005,799.718496,Elma
68,34,104,16.322952,60.782902,6.316554,607.634111,Elma
87,57,99,19.775733,56.461506,6.340687,682.113891,Elma
96,32,117,16.732975,51.652463,6.238809,749.754013,Elma
55,39,72,17.556013,38.866968,6.604558,472.55558,Uzum
40,47,77,21.287099,39.133031,7.105585,401.730781,Uzum
63,38,103,21.094454,39.524425,6.814801,364.519322,Uzum
40,33,107,18.205884,41.876287,6.88616,301.778349,Uzum
65,44,100,18.828688,38.466399,6.86324,306.037004,Uzum
50,45,108,18.2362,43.965078,7.33651,472.041007,Uzum
72,37,99,19.767115,38.002465,7.450661,300.50058,Uzum
48,45,98,16.661293,43.340345,6.629626,318.742012,Uzum
73,48,65,19.474133,42.323663,7.270743,450.389257,Uzum
70,36,103,17.533677,37.595562,7.468608,310.474659,Uzum
58,34,82,21.938656,35.347841,6.892876,371.688726,Uzum
45,34,85,19.406309,37.650087,7.262751,345.89454,Uzum
50,35,65,16.955011,43.351103,7.092658,433.261252,Uzum
42,32,92,20.546809,37.852768,7.185918,374.551712,Uzum
63,31,95,18.831568,35.950904,6.583778,466.089743,Uzum
78,36,120,21.730522,44.712207,7.185386,371.586029,Uzum
78,32,74,18.33751,40.284913,7.494889,462.217359,Uzum
47,40,102,19.396928,40.251575,6.529618,398.528824,Uzum
68,48,105,18.496589,41.449622,6.866873,347.868106,Uzum
72,35,74,17.223394,36.650824,6.958377,422.73058,Uzum
67,40,104,17.168982,44.409045,7.140739,389.548414,Uzum
52,30,67,21.700864,44.67602,7.069294,371.888408,Uzum
52,44,86,20.033786,41.480197,6.552865,489.815841,Uzum
72,32,83,20.677094,37.409458,7.158911,378.591014,Uzum
64,38,62,21.891803,35.260688,7.298995,425.070539,Uzum
73,45,70,16.509578,38.869947,6.515598,415.865245,Uzum
70,40,105,19.02052,35.280426,6.655099,477.468079,Uzum
64,41,90,20.568358,40.85124,6.617606,396.804455,Uzum
55,39,98,21.458082,35.754576,7.050759,416.302617,Uzum
79,47,103,19.403346,39.840657,6.619941,455.531294,Uzum
66,43,68,19.944424,43.06039,7.134013,497.053636,Uzum
54,33,106,19.220883,35.866379,6.943725,371.489103,Uzum
78,48,110,16.587814,36.680114,7.309396,467.762302,Uzum
71,30,92,18.842376,39.030887,6.581328,327.832171,Uzum
44,36,74,16.012365,37.536779,6.55399,392.197726,Uzum
69,32,64,18.892984,37.750794,6.720444,444.916366,Uzum
49,45,71,19.327406,36.620061,7.078179,372.431835,Uzum
69,43,70,17.469887,38.515934,6.781508,437.939764,Uzum
55,33,106,17.420009,35.325443,6.901584,423.214637,Uzum
59,30,65,17.768122,35.322091,6.562238,333.320734,Uzum
67,48,90,16.739943,44.033349,7.209318,307.268657,Uzum
76,44,71,19.988447,36.160848,7.400733,423.095556,Uzum
43,40,69,18.340701,35.11689,6.568481,467.150848,Uzum
42,48,74,20.781558,41.708767,6.709251,424.709352,Uzum
45,49,117,20.362835,36.286663,6.775386,398.571309,Uzum
71,30,95,20.076627,40.910527,7.434505,497.419191,Uzum
62,31,77,19.903325,40.333527,6.900607,401.918504,Uzum
53,46,63,20.439967,41.325549,6.845664,492.69022,Uzum
46,36,79,16.052563,41.155554,6.756746,360.431638,Uzum
69,39,62,19.288969,44.847285,7.221215,375.115241,Uzum
49,41,120,17.864694,37.92781,7.155859,376.951918,Uzum
67,42,109,20.485043,42.694575,6.791624,358.730656,Uzum
55,48,74,19.463369,41.783183,7.457889,420.68174,Uzum
74,49,100,20.47046,41.708351,7.263026,471.989986,Uzum
43,45,67,21.687699,41.85893,6.528844,371.02772,Uzum
41,40,117,20.977463,42.492159,7.10313,432.201431,Uzum
72,37,73,19.057471,36.308006,6.847251,367.205652,Uzum
64,49,71,17.005877,42.968941,6.795002,361.639549,Uzum
73,45,106,17.94797,40.707895,6.635688,479.332525,Uzum
80,32,64,20.043696,37.115223,7.491521,446.970868,Uzum
72,50,88,18.705713,36.633141,6.971247,305.382214,Uzum
65,44,69,21.384618,36.290332,6.739987,379.737964,Uzum
45,45,115,20.327311,38.456959,6.567532,458.370041,Uzum
57,47,111,21.47666,44.555097,7.368951,449.679889,Uzum
55,36,84,20.519236,36.716304,6.807697,337.501948,Uzum
75,36,71,17.395469,44.436765,7.441131,390.412774,Uzum
59,44,76,21.230003,35.336918,7.446892,400.994603,Uzum
54,31,60,16.813458,40.15609,6.905868,330.85862,Uzum
59,34,64,16.362344,41.817112,6.90731,374.236376,Uzum
79,39,74,16.493656,40.849129,6.847008,356.696986,Uzum
42,34,97,17.077042,42.531808,7.19603,441.418219,Uzum
40,41,119,18.497736,43.448158,7.275531,352.512982,Uzum
64,31,100,18.465603,37.398398,6.82135,428.559021,Uzum
68,34,106,17.55801,38.076601,7.454344,426.759457,Uzum
65,48,90,16.336523,36.022517,7.035114,366.744629,Uzum
62,30,92,19.504695,39.623545,6.790825,353.284401,Uzum
69,44,118,20.417202,38.804792,7.04666,307.812735,Uzum
64,46,103,18.818136,38.278764,7.426131,305.142825,Uzum
